State,District,Crop_Year,Annual_Rainfall_mm,Monsoon_Rainfall_mm,Deviation_From_Normal_%
Punjab,Ludhiana,2022.0,1113.6,754.1,-22.28
Maharashtra,Pune,2015.0,527.9,345.4,9.88
Karnataka,Belgaum,2021.0,590.8,428.4,18.88
Punjab,Amritsar,2018.0,882.3,566.4,11.49
Telangana,Nizamabad,2018.0,609.2,434.8,13.13
Telangana,Warangal,2020.0,540.9,391.8,-14.59
Tamil Nadu,Thanjavur,2022.0,664.9,465.0,12.01
Telangana,Warangal,2016.0,682.0,504.5,-12.17
Maharashtra,Pune,2015.0,674.3,378.4,5.11
Punjab,Patiala,2019.0,1129.4,640.4,-9.23
Telangana,Warangal,2018.0,909.4,519.3,-22.82
Andhra Pradesh,Prakasam,2015.0,693.4,418.9,-14.11
Punjab,Ludhiana,2023.0,537.4,358.0,19.75
Telangana,Adilabad,2015.0,964.5,692.3,9.84
Andhra Pradesh,Prakasam,2023.0,1146.2,831.5,-4.79
Punjab,Patiala,2023.0,774.6,476.7,8.53
Telangana,Warangal,2020.0,629.5,404.7,-5.49
Punjab,Amritsar,2020.0,756.3,481.7,13.41
Punjab,Amritsar,2017.0,906.9,588.4,-7.94
Andhra Pradesh,Prakasam,2018.0,602.5,374.7,10.4
Maharashtra,Pune,2019.0,596.3,350.3,17.38
Andhra Pradesh,Krishna,2021.0,540.6,401.2,-7.24
Telangana,Nizamabad,2016.0,1182.9,794.7,-2.5
Karnataka,Belgaum,2017.0,1022.7,712.0,10.02
Karnataka,Belgaum,2022.0,1116.8,714.6,-13.98
Telangana,Adilabad,2015.0,702.9,421.1,-5.84
Telangana,Adilabad,2017.0,1028.1,770.0,20.99
Punjab,Patiala,2020.0,642.9,447.6,-14.99
Punjab,Amritsar,2022.0,955.1,566.9,18.66
Karnataka,Belgaum,2020.0,1183.5,735.2,-17.86
Maharashtra,Pune,2019.0,1146.7,775.0,-5.58
Tamil Nadu,Madurai,2016.0,741.7,502.4,2.71
Maharashtra,Nagpur,2015.0,948.2,656.6,12.66
Punjab,Patiala,2016.0,1143.8,782.2,8.82
Karnataka,Belgaum,2017.0,1161.1,760.3,10.54
Maharashtra,Aurangabad,2022.0,786.9,531.0,-2.0
Andhra Pradesh,Krishna,2021.0,555.0,408.4,-7.64
Punjab,Amritsar,2016.0,530.4,390.5,15.33
Karnataka,Raichur,2016.0,893.7,563.3,12.76
Maharashtra,Nagpur,2016.0,760.6,498.6,-23.62
Maharashtra,Nagpur,2023.0,806.9,464.1,-2.19
Andhra Pradesh,Guntur,2017.0,1117.5,727.9,7.09
Punjab,Amritsar,2017.0,953.7,574.3,-21.99
Andhra Pradesh,Krishna,2016.0,1044.6,658.9,13.41
Maharashtra,Pune,2015.0,740.3,443.7,13.19
Maharashtra,Aurangabad,2017.0,1014.1,715.0,5.23
Punjab,Patiala,2022.0,558.5,389.2,9.62
Karnataka,Mandya,2017.0,847.6,484.0,22.04
Karnataka,Belgaum,2018.0,588.2,435.3,-6.73
Telangana,Warangal,2017.0,668.1,372.2,24.09
Punjab,Patiala,2015.0,727.2,503.6,22.76
Telangana,Warangal,2022.0,596.4,440.8,11.86
Karnataka,Raichur,2019.0,1088.3,684.6,13.54
Andhra Pradesh,Guntur,2023.0,984.3,691.4,11.52
Andhra Pradesh,Prakasam,2016.0,896.4,581.8,21.98
Telangana,Adilabad,2015.0,977.8,596.6,-10.24
Tamil Nadu,Thanjavur,2016.0,883.1,525.0,-20.24
Punjab,Amritsar,2022.0,502.5,369.9,4.01
Telangana,Adilabad,2016.0,665.2,452.5,15.07
Punjab,Amritsar,2015.0,814.7,587.3,-12.29
Maharashtra,Nagpur,2023.0,1085.3,680.4,-18.51
Tamil Nadu,Coimbatore,2018.0,786.3,541.0,-15.53
Punjab,Amritsar,2018.0,1027.6,623.0,7.5
Maharashtra,Nagpur,2015.0,1072.9,684.6,1.6
Punjab,Patiala,2020.0,966.5,631.7,-8.54
Punjab,Ludhiana,2017.0,592.5,378.4,-0.83
Maharashtra,Aurangabad,2015.0,590.7,390.3,-22.28
Maharashtra,Pune,2017.0,735.0,470.2,-15.4
Karnataka,Raichur,2019.0,678.1,409.7,19.44
Andhra Pradesh,Prakasam,2015.0,783.9,507.8,7.03
Andhra Pradesh,Prakasam,2015.0,1095.5,814.3,-15.39
Maharashtra,Nagpur,2019.0,706.7,506.6,-0.5
Andhra Pradesh,Prakasam,2023.0,679.3,418.7,18.77
Punjab,Amritsar,2017.0,1067.9,685.6,-13.09
Telangana,Nizamabad,2019.0,895.9,574.5,23.88
Tamil Nadu,Coimbatore,2023.0,933.1,608.3,23.12
Karnataka,Raichur,2018.0,616.1,449.5,17.44
Telangana,Adilabad,2015.0,629.0,468.4,-2.64
Maharashtra,Pune,2021.0,947.8,522.7,-13.5
Punjab,Amritsar,2016.0,653.8,421.9,-24.52
Tamil Nadu,Coimbatore,2022.0,1009.8,583.7,-15.88
Andhra Pradesh,Prakasam,2017.0,1185.2,867.0,-23.32
Punjab,Ludhiana,2017.0,650.4,484.0,-18.36
Andhra Pradesh,Guntur,2018.0,974.5,642.2,7.03
Tamil Nadu,Coimbatore,2020.0,1143.5,821.8,-7.05
Andhra Pradesh,Guntur,2017.0,567.9,387.7,-4.43
Tamil Nadu,Thanjavur,2021.0,764.3,506.9,7.0
Telangana,Adilabad,2020.0,855.4,595.5,21.01
Tamil Nadu,Thanjavur,2022.0,879.4,637.6,17.6
Andhra Pradesh,Guntur,2019.0,705.6,432.6,-8.96
Karnataka,Mandya,2021.0,848.6,499.0,17.67
Tamil Nadu,Coimbatore,2017.0,879.1,499.1,7.37
Tamil Nadu,Madurai,2021.0,576.2,426.4,-5.0
Telangana,Adilabad,2017.0,1055.1,751.3,5.16
Andhra Pradesh,Krishna,2019.0,1012.1,633.4,-16.39
Tamil Nadu,Coimbatore,2022.0,504.0,313.1,24.32
Karnataka,Raichur,2016.0,549.5,376.4,8.77
Andhra Pradesh,Krishna,2020.0,950.1,710.2,-5.16
Andhra Pradesh,Guntur,2021.0,837.7,568.0,7.43
Punjab,Patiala,2015.0,820.6,583.2,-7.58
Telangana,Nizamabad,2018.0,682.5,425.3,-16.79
Tamil Nadu,Thanjavur,2018.0,711.4,476.7,-3.9
Punjab,Ludhiana,2020.0,984.7,571.8,10.25
Telangana,Warangal,2019.0,840.9,468.6,3.38
Maharashtra,Pune,2020.0,969.0,616.8,-16.61
Tamil Nadu,Madurai,2018.0,661.1,485.4,-12.09
Punjab,Amritsar,2022.0,1059.2,761.2,4.07
Karnataka,Mandya,2023.0,911.0,568.8,-16.75
Tamil Nadu,Thanjavur,2019.0,949.8,564.9,-1.33
Telangana,Adilabad,2017.0,929.2,607.6,-13.77
Karnataka,Mandya,2021.0,981.9,641.1,-2.62
Punjab,Amritsar,2022.0,866.9,552.5,1.29
Maharashtra,Nagpur,2017.0,502.3,282.6,-20.67
Andhra Pradesh,Krishna,2019.0,675.7,387.1,2.43
Telangana,Adilabad,2022.0,1159.4,792.9,0.22
Maharashtra,Aurangabad,2015.0,999.5,618.3,11.0
Tamil Nadu,Madurai,2022.0,687.7,490.8,-7.46
Punjab,Ludhiana,2016.0,908.1,654.8,4.29
Punjab,Patiala,2023.0,943.0,642.5,-18.93
Andhra Pradesh,Krishna,2019.0,618.1,349.8,-18.45
Maharashtra,Pune,2015.0,707.6,400.8,-16.61
Telangana,Nizamabad,2020.0,1096.5,788.7,0.07
Karnataka,Mandya,2022.0,521.0,298.6,12.16
Punjab,Amritsar,2019.0,656.6,372.6,3.33
Andhra Pradesh,Guntur,2015.0,718.0,519.6,21.44
Punjab,Amritsar,2015.0,1083.9,622.3,18.12
Telangana,Nizamabad,2020.0,681.7,464.2,3.75
Karnataka,Belgaum,2017.0,780.2,565.2,-19.99
Punjab,Ludhiana,2023.0,549.9,363.3,-3.13
Andhra Pradesh,Krishna,2017.0,1016.1,631.8,9.36
Tamil Nadu,Thanjavur,2018.0,725.5,496.4,16.51
Maharashtra,Pune,2017.0,1021.9,670.0,-13.89
Punjab,Patiala,2023.0,695.9,456.9,20.53
Maharashtra,Aurangabad,2016.0,876.4,622.2,-10.87
Tamil Nadu,Madurai,2019.0,553.1,323.6,-17.57
Punjab,Patiala,2021.0,524.5,351.7,7.16
Maharashtra,Nagpur,2021.0,602.4,348.6,-8.3
Maharashtra,Pune,2018.0,767.1,438.9,17.31
Tamil Nadu,Madurai,2022.0,540.4,331.8,-19.87
Maharashtra,Nagpur,2023.0,696.1,484.9,20.81
Tamil Nadu,Coimbatore,2015.0,1016.9,570.0,-3.47
Maharashtra,Nagpur,2019.0,762.7,512.5,0.72
Tamil Nadu,Madurai,2020.0,783.4,437.8,-3.27
Maharashtra,Aurangabad,2020.0,887.7,623.3,-2.27
Maharashtra,Aurangabad,2020.0,661.6,382.0,5.91
Punjab,Ludhiana,2018.0,528.8,358.7,21.61
Tamil Nadu,Madurai,2018.0,588.1,409.5,-12.61
Tamil Nadu,Madurai,2021.0,1189.0,804.3,11.07
Karnataka,Belgaum,2017.0,1107.2,794.9,12.0
Maharashtra,Aurangabad,2018.0,814.6,533.5,8.73
Maharashtra,Nagpur,2022.0,550.9,350.7,1.91
Tamil Nadu,Thanjavur,2022.0,699.4,441.1,-19.19
Telangana,Warangal,2019.0,1085.7,670.5,-8.67
Punjab,Amritsar,2021.0,654.8,410.6,12.67
Maharashtra,Nagpur,2023.0,967.1,553.8,20.82
Telangana,Nizamabad,2017.0,1119.2,662.7,-22.09
Punjab,Ludhiana,2016.0,539.7,350.0,12.48
Tamil Nadu,Madurai,2017.0,1132.6,691.4,1.86
Tamil Nadu,Madurai,2018.0,848.9,474.7,12.83
Telangana,Warangal,2018.0,734.6,469.8,10.08
Karnataka,Mandya,2022.0,940.9,650.8,-7.65
Andhra Pradesh,Guntur,2017.0,920.2,614.6,9.01
Telangana,Nizamabad,2017.0,1121.6,632.1,-14.54
Andhra Pradesh,Prakasam,2019.0,724.8,467.4,-11.64
Andhra Pradesh,Prakasam,2023.0,1122.2,628.3,11.2
Maharashtra,Aurangabad,2019.0,921.3,521.1,23.43
Telangana,Nizamabad,2017.0,877.0,516.8,24.15
Tamil Nadu,Coimbatore,2019.0,936.2,617.1,-17.61
Maharashtra,Aurangabad,2018.0,561.3,370.3,9.39
Karnataka,Raichur,2018.0,1157.8,766.9,16.53
Maharashtra,Aurangabad,2022.0,1023.0,733.2,-15.06
Karnataka,Belgaum,2016.0,709.4,523.8,-10.81
Karnataka,Belgaum,2016.0,924.1,671.9,19.44
Maharashtra,Nagpur,2020.0,875.2,569.8,7.26
Andhra Pradesh,Krishna,2019.0,963.0,558.8,22.5
Tamil Nadu,Thanjavur,2017.0,1151.5,647.9,6.02
Karnataka,Raichur,2020.0,999.7,654.3,4.05
Karnataka,Raichur,2017.0,529.3,387.1,-23.06
Karnataka,Raichur,2023.0,981.9,720.4,-0.96
Telangana,Warangal,2017.0,957.7,695.7,8.63
Maharashtra,Pune,2022.0,863.2,613.0,-20.47
Punjab,Amritsar,2016.0,504.1,372.7,-14.83
Punjab,Amritsar,2017.0,737.5,477.3,-18.07
Tamil Nadu,Coimbatore,2016.0,1065.2,692.6,2.45
Maharashtra,Aurangabad,2022.0,530.3,314.5,-18.47
Karnataka,Raichur,2018.0,557.1,373.6,-6.29
Andhra Pradesh,Prakasam,2016.0,507.4,344.1,11.95
Maharashtra,Aurangabad,2017.0,1150.1,687.7,-9.49
Andhra Pradesh,Guntur,2017.0,1188.2,725.0,-7.59
Punjab,Patiala,2021.0,642.3,360.5,-6.17
Telangana,Adilabad,2023.0,705.4,514.3,22.29
Maharashtra,Pune,2021.0,1083.7,795.7,5.55
Andhra Pradesh,Prakasam,2022.0,1148.4,777.2,-3.1
Telangana,Nizamabad,2021.0,587.7,425.4,-9.93
Tamil Nadu,Coimbatore,2020.0,1055.2,695.6,-20.59
Andhra Pradesh,Prakasam,2019.0,544.4,378.1,1.36
Telangana,Adilabad,2017.0,648.1,406.6,-20.17
Maharashtra,Pune,2023.0,612.7,439.8,19.8
Punjab,Ludhiana,2023.0,859.7,642.2,-9.5
Maharashtra,Nagpur,2020.0,692.0,458.6,-6.33
Andhra Pradesh,Prakasam,2019.0,950.2,634.1,-8.29
Andhra Pradesh,Krishna,2015.0,1140.1,655.7,-22.52
Punjab,Amritsar,2018.0,1087.8,791.9,16.44
Tamil Nadu,Madurai,2022.0,732.0,421.2,-13.78
Telangana,Nizamabad,2023.0,1110.9,676.7,-13.35
Karnataka,Mandya,2020.0,886.4,497.2,-16.25
Andhra Pradesh,Guntur,2018.0,836.2,539.6,-23.6
Telangana,Warangal,2020.0,879.9,518.8,15.23
Andhra Pradesh,Krishna,2017.0,827.9,566.2,12.08
Punjab,Amritsar,2015.0,1125.7,830.5,18.73
Tamil Nadu,Thanjavur,2017.0,855.3,537.7,-23.21
Andhra Pradesh,Krishna,2016.0,718.1,444.0,-11.02
Karnataka,Belgaum,2016.0,1000.6,680.0,0.15
Telangana,Adilabad,2020.0,965.0,618.1,-10.68
Maharashtra,Aurangabad,2019.0,1006.4,592.9,-13.47
Punjab,Ludhiana,2018.0,1130.3,631.6,8.25
Karnataka,Belgaum,2023.0,1044.2,678.9,-6.98
Tamil Nadu,Coimbatore,2018.0,740.2,533.6,-3.51
Tamil Nadu,Thanjavur,2020.0,1165.7,766.0,-23.33
Karnataka,Raichur,2019.0,928.6,690.0,7.74
Punjab,Ludhiana,2022.0,1154.3,689.9,-21.64
Tamil Nadu,Thanjavur,2023.0,766.7,553.5,-7.36
Maharashtra,Aurangabad,2020.0,1107.3,622.1,-17.18
Telangana,Warangal,2023.0,512.6,301.4,10.33
Maharashtra,Aurangabad,2017.0,814.9,508.4,-14.38
Telangana,Nizamabad,2019.0,777.3,439.3,-15.56
Punjab,Patiala,2016.0,678.5,388.6,-16.64
Andhra Pradesh,Prakasam,2019.0,528.4,338.5,20.23
Telangana,Adilabad,2015.0,503.9,360.0,14.41
Karnataka,Raichur,2021.0,941.9,536.9,-23.44
Karnataka,Raichur,2018.0,1042.8,751.7,-2.94
Telangana,Adilabad,2021.0,642.0,365.3,-7.03
Karnataka,Mandya,2022.0,1104.6,678.3,-19.91
Punjab,Ludhiana,2023.0,762.9,541.0,21.77
Telangana,Adilabad,2015.0,1128.3,765.2,-22.65
Telangana,Adilabad,2018.0,845.8,585.1,17.83
Andhra Pradesh,Prakasam,2018.0,740.6,502.0,-15.75
Tamil Nadu,Coimbatore,2019.0,508.9,348.2,4.56
Punjab,Patiala,2022.0,1187.9,776.1,-11.94
Telangana,Warangal,2020.0,556.7,368.7,8.68
Karnataka,Mandya,2021.0,717.6,410.5,-9.92
Telangana,Nizamabad,2023.0,707.9,444.2,-13.37
Karnataka,Belgaum,2019.0,843.8,573.8,21.5
Maharashtra,Aurangabad,2021.0,928.5,666.5,12.19
Telangana,Nizamabad,2017.0,504.0,314.4,-20.97
Punjab,Patiala,2022.0,503.9,302.4,-7.25
Karnataka,Mandya,2018.0,507.8,301.5,6.18
Tamil Nadu,Thanjavur,2020.0,1132.9,750.5,0.58
Telangana,Nizamabad,2021.0,861.5,524.3,-13.98
Karnataka,Belgaum,2018.0,578.0,348.3,21.26
Telangana,Nizamabad,2015.0,659.1,365.2,2.25
Karnataka,Mandya,2018.0,925.1,521.8,7.14
Andhra Pradesh,Krishna,2020.0,761.6,505.9,1.88
Maharashtra,Nagpur,2016.0,1096.3,801.7,-12.38
Punjab,Patiala,2019.0,664.0,373.1,-14.34
Punjab,Patiala,2022.0,1180.7,860.1,-23.95
Tamil Nadu,Thanjavur,2018.0,888.2,582.3,1.66
Andhra Pradesh,Krishna,2016.0,663.1,425.3,-20.74
Punjab,Patiala,2023.0,874.8,616.4,-0.47
Telangana,Adilabad,2016.0,715.3,425.4,-7.84
Telangana,Nizamabad,2019.0,804.4,526.0,-4.29
Karnataka,Raichur,2023.0,810.7,454.4,22.87
Telangana,Warangal,2023.0,656.0,381.1,-18.66
Andhra Pradesh,Krishna,2019.0,667.3,484.7,-1.15
Karnataka,Belgaum,2015.0,612.0,379.8,2.48
Tamil Nadu,Thanjavur,2019.0,756.7,556.5,-16.73
Karnataka,Raichur,2018.0,584.5,380.8,0.22
Karnataka,Belgaum,2023.0,1010.8,721.3,12.31
Andhra Pradesh,Krishna,2018.0,961.6,629.3,-16.21
Telangana,Adilabad,2019.0,1132.5,633.3,3.66
Karnataka,Belgaum,2022.0,1194.7,784.7,22.24
Karnataka,Mandya,2018.0,1078.7,624.4,12.98
Maharashtra,Nagpur,2016.0,1005.6,748.1,-20.25
Telangana,Adilabad,2019.0,806.5,572.0,-12.64
Andhra Pradesh,Guntur,2020.0,725.5,508.6,12.51
Maharashtra,Nagpur,2019.0,941.3,540.2,-11.74
Karnataka,Belgaum,2022.0,1184.6,808.9,24.73
Andhra Pradesh,Prakasam,2022.0,1140.7,756.2,-17.8
Karnataka,Raichur,2018.0,933.3,593.4,-6.97
Tamil Nadu,Madurai,2020.0,991.9,672.3,-19.68
Andhra Pradesh,Prakasam,2017.0,1037.3,663.4,-9.14
Maharashtra,Pune,2020.0,788.0,568.4,4.08
Tamil Nadu,Thanjavur,2020.0,512.5,325.9,-15.48
Telangana,Adilabad,2018.0,790.8,568.9,-14.94
Telangana,Adilabad,2016.0,626.5,381.2,-12.8
Maharashtra,Nagpur,2015.0,925.4,569.8,-14.69
Andhra Pradesh,Krishna,2017.0,1040.0,756.1,21.17
Maharashtra,Nagpur,2017.0,667.8,373.9,-4.82
Karnataka,Belgaum,2022.0,696.9,420.1,-10.44
Telangana,Adilabad,2021.0,843.4,518.8,-17.81
Maharashtra,Nagpur,2023.0,673.0,376.4,20.58
Tamil Nadu,Madurai,2022.0,1063.3,750.8,5.88
Karnataka,Raichur,2018.0,686.6,507.5,9.56
Karnataka,Belgaum,2019.0,832.8,589.5,21.85
Punjab,Ludhiana,2020.0,1107.5,645.4,-19.74
Punjab,Amritsar,2017.0,993.5,629.2,16.56
Maharashtra,Nagpur,2023.0,877.0,627.5,19.59
Maharashtra,Aurangabad,2022.0,543.1,321.4,-21.73
Andhra Pradesh,Krishna,2021.0,807.5,474.2,-17.88
Karnataka,Raichur,2022.0,954.5,699.5,24.4
Tamil Nadu,Coimbatore,2016.0,708.9,458.9,11.85
Andhra Pradesh,Krishna,2020.0,657.9,391.3,22.95
Karnataka,Belgaum,2022.0,918.7,633.2,-18.12
Maharashtra,Nagpur,2019.0,671.3,424.2,20.28
Maharashtra,Nagpur,2015.0,527.0,338.9,1.53
Telangana,Warangal,2018.0,947.7,677.4,2.78
Andhra Pradesh,Krishna,2023.0,843.4,498.4,6.36
Maharashtra,Nagpur,2017.0,552.0,359.2,-2.31
Andhra Pradesh,Prakasam,2021.0,599.4,406.7,18.04
Tamil Nadu,Coimbatore,2022.0,653.9,456.4,-19.14
Andhra Pradesh,Krishna,2022.0,648.5,395.6,19.99
Tamil Nadu,Coimbatore,2015.0,525.8,320.1,5.83
Punjab,Amritsar,2017.0,909.8,655.6,-5.07
Karnataka,Mandya,2021.0,1098.6,794.2,20.39
Karnataka,Raichur,2015.0,881.2,585.7,18.96
Tamil Nadu,Coimbatore,2023.0,1193.4,747.9,7.37
Maharashtra,Aurangabad,2022.0,817.1,519.3,6.18
Maharashtra,Nagpur,2020.0,589.7,352.5,-24.43
Maharashtra,Pune,2020.0,507.8,280.2,2.94
Andhra Pradesh,Prakasam,2018.0,1167.4,696.1,0.03
Andhra Pradesh,Guntur,2016.0,821.6,602.4,14.69
Karnataka,Mandya,2015.0,1067.4,777.7,-1.54
Andhra Pradesh,Krishna,2022.0,1096.8,805.0,7.83
Karnataka,Raichur,2023.0,976.4,561.2,0.82
Punjab,Amritsar,2016.0,789.9,475.7,19.38
Tamil Nadu,Madurai,2015.0,591.8,434.7,-23.69
Telangana,Warangal,2019.0,705.9,443.0,-20.83
Karnataka,Belgaum,2020.0,564.7,389.5,-7.03
Maharashtra,Pune,2021.0,1195.0,860.2,-7.26
Maharashtra,Nagpur,2019.0,1134.9,747.8,1.5
Telangana,Nizamabad,2017.0,638.4,474.8,11.5
Punjab,Ludhiana,2016.0,631.1,397.0,4.94
Maharashtra,Pune,2019.0,903.2,562.8,-2.78
Punjab,Ludhiana,2022.0,646.8,396.5,2.64
Punjab,Ludhiana,2022.0,518.1,369.1,-8.9
Maharashtra,Nagpur,2015.0,1026.9,592.2,-11.61
Maharashtra,Aurangabad,2020.0,1064.5,710.5,-4.36
Karnataka,Raichur,2019.0,1131.5,647.4,5.21
Andhra Pradesh,Prakasam,2021.0,786.9,439.6,-13.38
Karnataka,Mandya,2015.0,520.1,294.3,-2.61
Maharashtra,Pune,2021.0,768.2,525.2,-22.38
Telangana,Warangal,2015.0,953.8,572.3,10.01
Punjab,Ludhiana,2018.0,858.1,495.4,-7.82
Telangana,Warangal,2015.0,921.7,525.6,24.62
Punjab,Patiala,2021.0,630.2,425.5,-17.61
Andhra Pradesh,Guntur,2020.0,680.5,484.9,16.02
Tamil Nadu,Coimbatore,2016.0,555.8,326.7,14.35
Punjab,Amritsar,2020.0,611.5,421.3,-20.12
Maharashtra,Pune,2021.0,1001.5,663.1,-3.91
Tamil Nadu,Coimbatore,2015.0,1080.0,735.4,-16.16
Telangana,Nizamabad,2022.0,759.5,565.5,-17.37
Karnataka,Raichur,2018.0,998.2,568.8,9.62
Andhra Pradesh,Krishna,2016.0,709.6,505.5,0.51
Punjab,Patiala,2019.0,817.0,547.3,4.15
Andhra Pradesh,Krishna,2023.0,579.6,384.4,-13.85
Maharashtra,Nagpur,2015.0,680.5,453.0,-0.25
Karnataka,Mandya,2018.0,961.7,577.8,2.02
Tamil Nadu,Thanjavur,2021.0,997.2,727.8,-1.65
Punjab,Patiala,2015.0,632.6,360.6,7.22
Maharashtra,Pune,2015.0,735.4,545.9,2.07
Maharashtra,Pune,2016.0,1003.2,653.5,16.61
Punjab,Ludhiana,2019.0,1172.6,877.1,3.87
Karnataka,Mandya,2018.0,897.9,655.8,11.6
Maharashtra,Nagpur,2018.0,1160.1,638.8,-23.47
Andhra Pradesh,Krishna,2018.0,615.5,450.3,13.74
Maharashtra,Aurangabad,2019.0,945.0,543.0,-24.6
Punjab,Ludhiana,2018.0,1069.8,787.8,-23.32
Karnataka,Raichur,2023.0,1185.2,738.2,-6.24
Karnataka,Raichur,2018.0,1157.1,696.5,-0.71
Andhra Pradesh,Prakasam,2018.0,708.9,413.6,-20.34
Punjab,Amritsar,2019.0,777.7,476.7,19.88
Telangana,Warangal,2020.0,559.2,377.8,-19.55
Maharashtra,Nagpur,2022.0,1150.4,831.6,-16.12
Telangana,Warangal,2016.0,1010.5,648.4,22.78
Punjab,Amritsar,2021.0,1193.5,766.8,-22.57
Punjab,Patiala,2018.0,995.4,555.3,-8.39
Maharashtra,Aurangabad,2019.0,586.6,375.3,-0.53
Punjab,Ludhiana,2021.0,895.5,654.6,15.5
Punjab,Ludhiana,2018.0,1192.4,699.2,-15.3
Karnataka,Mandya,2016.0,1062.8,761.7,21.42
Tamil Nadu,Madurai,2017.0,592.0,385.3,-22.76
Telangana,Warangal,2016.0,1035.3,612.3,-1.77
Punjab,Patiala,2020.0,1051.6,587.1,7.42
Tamil Nadu,Coimbatore,2015.0,847.4,571.0,-15.31
Maharashtra,Nagpur,2023.0,820.2,577.7,-8.25
Telangana,Nizamabad,2020.0,1078.4,725.7,8.7
Telangana,Nizamabad,2020.0,733.2,459.5,6.22
Telangana,Warangal,2021.0,1132.9,632.1,22.23
Maharashtra,Aurangabad,2021.0,637.3,443.5,-10.2
Maharashtra,Pune,2020.0,1003.2,747.7,12.29
Telangana,Nizamabad,2015.0,1194.6,880.3,5.31
Punjab,Amritsar,2017.0,1118.0,638.5,9.83
Tamil Nadu,Coimbatore,2018.0,555.4,400.6,-8.29
Maharashtra,Pune,2023.0,979.4,658.8,12.72
Telangana,Adilabad,2016.0,579.4,428.3,-18.48
Telangana,Nizamabad,2023.0,979.3,640.4,-24.57
Telangana,Warangal,2023.0,940.9,578.6,-15.95
Maharashtra,Aurangabad,2021.0,723.7,518.8,-10.5
Punjab,Ludhiana,2023.0,726.5,437.5,0.88
Punjab,Patiala,2023.0,1099.1,813.4,22.19
Karnataka,Mandya,2021.0,901.6,551.0,3.98
Tamil Nadu,Coimbatore,2023.0,869.7,645.3,3.93
Punjab,Patiala,2023.0,1106.4,675.9,-11.0
Andhra Pradesh,Krishna,2015.0,602.2,378.0,12.8
Andhra Pradesh,Prakasam,2020.0,917.3,513.4,8.98
Telangana,Warangal,2023.0,901.7,499.3,20.74
Maharashtra,Pune,2022.0,635.8,417.5,19.79
Andhra Pradesh,Krishna,2018.0,514.0,382.4,-13.98
Telangana,Adilabad,2022.0,814.2,504.1,3.22
Tamil Nadu,Thanjavur,2020.0,663.8,405.9,10.26
Telangana,Nizamabad,2022.0,911.6,520.3,-13.78
Punjab,Ludhiana,2018.0,597.9,371.6,12.86
Tamil Nadu,Coimbatore,2015.0,712.7,403.2,-16.36
Punjab,Ludhiana,2017.0,568.0,388.7,-19.4
Karnataka,Belgaum,2019.0,956.0,585.1,21.03
Punjab,Ludhiana,2017.0,974.1,683.1,9.91
Andhra Pradesh,Prakasam,2016.0,772.2,507.2,19.01
Maharashtra,Nagpur,2018.0,1123.0,726.5,4.03
Karnataka,Belgaum,2018.0,510.3,343.9,6.54
Andhra Pradesh,Prakasam,2019.0,944.0,668.1,-24.48
Telangana,Adilabad,2017.0,539.9,301.2,6.74
Karnataka,Belgaum,2015.0,698.6,513.4,-19.87
Andhra Pradesh,Krishna,2023.0,739.7,469.7,10.39
Karnataka,Mandya,2019.0,640.0,360.9,-8.14
Andhra Pradesh,Guntur,2017.0,920.1,552.3,-20.85
Telangana,Nizamabad,2021.0,875.3,555.8,-2.14
Punjab,Amritsar,2019.0,779.6,523.9,15.45
Tamil Nadu,Madurai,2018.0,768.0,454.1,24.93
Andhra Pradesh,Prakasam,2019.0,866.0,492.7,0.37
Punjab,Ludhiana,2016.0,1118.8,816.4,7.99
Andhra Pradesh,Prakasam,2023.0,830.5,621.0,-23.34
Punjab,Amritsar,2016.0,1149.6,740.3,23.16
Karnataka,Raichur,2017.0,833.5,595.4,19.5
Telangana,Adilabad,2021.0,823.1,581.2,-20.54
Karnataka,Belgaum,2019.0,610.4,429.9,0.41
Tamil Nadu,Madurai,2017.0,666.4,469.7,6.62
Tamil Nadu,Coimbatore,2021.0,1096.1,761.2,23.72
Karnataka,Belgaum,2022.0,649.1,376.3,-0.4
Punjab,Patiala,2017.0,923.1,627.6,-12.65
Telangana,Adilabad,2015.0,1148.6,648.3,-4.85
Tamil Nadu,Madurai,2019.0,782.9,486.6,4.42
Telangana,Adilabad,2019.0,1146.0,636.5,-6.68
Karnataka,Belgaum,2020.0,966.4,564.0,-20.83
Maharashtra,Aurangabad,2016.0,639.8,475.6,6.43
Tamil Nadu,Madurai,2016.0,609.3,376.4,21.54
Telangana,Adilabad,2021.0,618.5,414.3,-11.49
Maharashtra,Nagpur,2019.0,1012.8,568.8,-17.64
Andhra Pradesh,Krishna,2017.0,985.0,623.8,-6.24
Maharashtra,Nagpur,2021.0,538.4,339.6,-12.69
Karnataka,Mandya,2022.0,612.1,393.3,-5.33
Maharashtra,Aurangabad,2015.0,1173.2,729.0,10.92
Andhra Pradesh,Guntur,2022.0,1029.7,609.5,-10.81
Maharashtra,Pune,2018.0,845.1,587.8,20.55
Telangana,Adilabad,2017.0,1126.2,657.4,0.5
Karnataka,Mandya,2017.0,1092.6,746.7,7.02
Andhra Pradesh,Guntur,2023.0,601.2,447.9,-17.03
Karnataka,Raichur,2023.0,823.1,553.0,5.02
Punjab,Patiala,2023.0,551.3,337.6,17.7
