State,District,Crop_Year,Crop,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Fertilizer_Type,Fertilizer_Used_kg_per_ha
Andhra Pradesh,Krishna,2018.0,Pulses,125.9,31.8,69.8,,
Punjab,Amritsar,2023.0,Cotton,68.5,36.2,65.5,,
Punjab,Amritsar,2017.0,Soybean,97.8,38.3,57.3,,
Maharashtra,Nagpur,2022.0,Wheat,55.2,33.8,72.8,,
Punjab,Amritsar,2023.0,Rice,109.6,33.6,27.2,,
Andhra Pradesh,Krishna,2023.0,Pulses,96.1,44.7,83.7,,
Andhra Pradesh,Krishna,2018.0,Soybean,145.9,36.9,29.2,,
Punjab,Ludhiana,2020.0,Wheat,50.7,51.8,86.5,,
Punjab,Ludhiana,2016.0,Cotton,144.1,42.6,22.7,,
Maharashtra,Pune,2018.0,Cotton,56.1,73.1,89.7,,
Telangana,Adilabad,2016.0,Wheat,88.8,63.6,73.1,,
Andhra Pradesh,Guntur,2022.0,Soybean,112.8,51.3,73.0,,
Punjab,Patiala,2022.0,Rice,82.2,31.6,23.6,,
Maharashtra,Pune,2015.0,Soybean,116.6,28.0,76.1,,
Punjab,Ludhiana,2023.0,Cotton,74.0,26.7,86.7,,
Maharashtra,Nagpur,2015.0,Wheat,95.1,28.8,66.1,,
Tamil Nadu,Madurai,2020.0,Rice,129.9,67.8,21.0,,
Punjab,Patiala,2021.0,Soybean,82.3,76.7,35.4,,
Telangana,Adilabad,2020.0,Rice,142.6,63.5,84.1,,
Punjab,Amritsar,2020.0,Rice,119.2,61.5,70.0,,
Tamil Nadu,Coimbatore,2021.0,Sugarcane,58.6,35.0,47.6,,
Karnataka,Belgaum,2021.0,Soybean,141.1,62.1,47.7,,
Karnataka,Mandya,2016.0,Groundnut,63.3,25.4,76.4,,
Maharashtra,Nagpur,2018.0,Pulses,163.3,34.5,62.7,,
Tamil Nadu,Thanjavur,2017.0,Groundnut,99.7,57.4,57.8,,
Karnataka,Raichur,2021.0,Groundnut,167.5,29.0,70.4,,
Punjab,Patiala,2021.0,Pulses,45.3,55.4,24.1,,
Telangana,Nizamabad,2021.0,Pulses,128.3,30.7,73.7,,
Karnataka,Raichur,2021.0,Maize,87.9,51.5,71.1,,
Telangana,Adilabad,2020.0,Wheat,55.0,67.4,44.7,,
Tamil Nadu,Coimbatore,2020.0,Rice,44.6,75.6,41.2,,
Tamil Nadu,Thanjavur,2016.0,Soybean,154.3,36.4,74.9,,
Maharashtra,Pune,2021.0,Rice,63.9,45.2,62.7,,
Punjab,Amritsar,2020.0,Groundnut,178.3,21.1,78.6,,
Telangana,Warangal,2020.0,Rice,109.7,43.5,72.3,,
Maharashtra,Aurangabad,2021.0,Wheat,166.7,20.6,48.6,,
Punjab,Amritsar,2021.0,Soybean,114.3,31.8,62.5,,
Andhra Pradesh,Guntur,2019.0,Soybean,110.6,55.3,70.0,,
Tamil Nadu,Madurai,2016.0,Pulses,95.1,49.6,37.9,,
Andhra Pradesh,Prakasam,2020.0,Pulses,107.4,68.3,38.8,,
Andhra Pradesh,Krishna,2022.0,Maize,167.1,63.6,52.5,,
Karnataka,Mandya,2022.0,Sugarcane,54.2,47.2,51.3,,
Tamil Nadu,Madurai,2015.0,Sugarcane,158.3,81.1,20.1,,
Tamil Nadu,Thanjavur,2020.0,Sugarcane,99.1,52.4,45.3,,
Telangana,Nizamabad,2016.0,Rice,87.9,24.3,23.3,,
Punjab,Ludhiana,2015.0,Groundnut,127.3,51.7,22.2,,
Andhra Pradesh,Prakasam,2016.0,Pulses,112.8,84.6,52.9,,
Andhra Pradesh,Krishna,2018.0,Cotton,131.3,47.9,53.4,,
Punjab,Ludhiana,2020.0,Pulses,45.9,61.6,21.9,,
Maharashtra,Aurangabad,2021.0,Sugarcane,85.4,54.0,73.5,,
Tamil Nadu,Thanjavur,2016.0,Groundnut,64.6,63.4,64.9,,
Karnataka,Raichur,2017.0,Pulses,74.6,68.4,51.8,,
Karnataka,Raichur,2018.0,Maize,96.8,81.7,74.2,,
Andhra Pradesh,Prakasam,2019.0,Soybean,85.3,71.3,86.2,,
Punjab,Ludhiana,2017.0,Rice,144.3,43.6,40.7,,
Karnataka,Belgaum,2022.0,Rice,69.3,57.5,20.2,,
Maharashtra,Aurangabad,2023.0,Maize,126.6,83.3,71.4,,
Karnataka,Belgaum,2021.0,Sugarcane,136.3,21.7,26.6,,
Punjab,Amritsar,2018.0,Groundnut,160.1,23.8,61.8,,
Telangana,Nizamabad,2021.0,Cotton,56.5,84.2,86.5,,
Karnataka,Belgaum,2017.0,Soybean,45.5,82.4,73.8,,
Andhra Pradesh,Guntur,2018.0,Groundnut,132.3,50.6,53.8,,
Telangana,Adilabad,2016.0,Sugarcane,92.2,60.3,22.2,,
Andhra Pradesh,Guntur,2019.0,Maize,77.6,84.6,59.7,,
Andhra Pradesh,Prakasam,2022.0,Rice,44.7,35.7,59.7,,
Telangana,Nizamabad,2023.0,Pulses,123.8,31.2,73.2,,
Karnataka,Mandya,2015.0,Pulses,82.5,51.3,47.8,,
Tamil Nadu,Coimbatore,2015.0,Groundnut,119.1,60.9,64.4,,
Punjab,Patiala,2017.0,Soybean,148.0,51.9,37.6,,
Karnataka,Belgaum,2018.0,Pulses,80.2,47.4,69.5,,
Tamil Nadu,Coimbatore,2018.0,Wheat,62.8,89.1,64.3,,
Karnataka,Belgaum,2023.0,Pulses,172.1,50.5,55.4,,
Punjab,Amritsar,2022.0,Cotton,72.9,62.8,20.2,,
Maharashtra,Aurangabad,2023.0,Sugarcane,147.5,39.6,25.7,,
Andhra Pradesh,Krishna,2016.0,Wheat,73.7,49.4,42.1,,
Andhra Pradesh,Guntur,2016.0,Sugarcane,66.8,65.0,61.3,,
Andhra Pradesh,Guntur,2019.0,Groundnut,159.4,27.3,35.2,,
Telangana,Adilabad,2020.0,Maize,124.6,63.1,42.6,,
Telangana,Warangal,2015.0,Cotton,173.2,47.9,55.8,,
Telangana,Nizamabad,2017.0,Pulses,171.3,49.1,20.8,,
Telangana,Adilabad,2015.0,Sugarcane,125.0,80.9,79.0,,
Punjab,Patiala,2019.0,Groundnut,170.3,46.7,78.4,,
Telangana,Adilabad,2016.0,Rice,117.9,39.5,85.1,,
Karnataka,Raichur,2017.0,Sugarcane,79.8,88.9,87.7,,
Karnataka,Belgaum,2023.0,Soybean,102.4,48.0,39.3,,
Telangana,Nizamabad,2023.0,Maize,152.8,80.1,25.2,,
Tamil Nadu,Coimbatore,2018.0,Cotton,141.9,70.7,46.9,,
Andhra Pradesh,Guntur,2016.0,Wheat,44.2,90.0,29.4,,
Punjab,Patiala,2023.0,Groundnut,88.8,22.5,85.8,,
Tamil Nadu,Thanjavur,2016.0,Cotton,122.4,43.4,78.0,,
Andhra Pradesh,Guntur,2016.0,Rice,175.0,65.8,28.4,,
Maharashtra,Pune,2023.0,Sugarcane,93.9,48.9,60.2,,
Andhra Pradesh,Guntur,2019.0,Soybean,173.1,51.3,57.9,,
Punjab,Amritsar,2021.0,Maize,101.7,58.7,43.6,,
Punjab,Ludhiana,2015.0,Wheat,119.3,52.2,26.1,,
Karnataka,Mandya,2021.0,Sugarcane,154.9,58.8,26.3,,
Punjab,Ludhiana,2022.0,Pulses,53.4,67.0,54.4,,
Tamil Nadu,Coimbatore,2017.0,Maize,176.4,46.6,22.1,,
Punjab,Amritsar,2016.0,Rice,121.6,41.8,84.8,,
Karnataka,Mandya,2016.0,Maize,71.8,87.0,39.2,,
Andhra Pradesh,Krishna,2016.0,Maize,86.1,64.2,58.4,,
Andhra Pradesh,Krishna,2021.0,Wheat,103.8,76.8,84.9,,
Andhra Pradesh,Krishna,2017.0,Maize,145.7,76.1,87.8,,
Andhra Pradesh,Prakasam,2022.0,Pulses,146.1,74.0,41.6,,
Karnataka,Belgaum,2015.0,Cotton,98.9,60.3,57.7,,
Tamil Nadu,Madurai,2023.0,Cotton,85.2,76.4,59.9,,
Maharashtra,Nagpur,2016.0,Cotton,146.6,42.5,57.8,,
Tamil Nadu,Madurai,2022.0,Cotton,146.4,79.3,29.3,,
Karnataka,Raichur,2023.0,Soybean,116.5,20.2,61.3,,
Punjab,Patiala,2022.0,Pulses,119.5,32.3,83.7,,
Tamil Nadu,Madurai,2018.0,Rice,128.3,41.4,22.8,,
Telangana,Warangal,2023.0,Groundnut,82.3,24.9,69.0,,
Telangana,Nizamabad,2021.0,Cotton,121.8,28.4,84.0,,
Punjab,Patiala,2021.0,Cotton,147.8,74.2,64.8,,
Telangana,Warangal,2017.0,Sugarcane,73.9,38.1,26.3,,
Karnataka,Belgaum,2017.0,Groundnut,59.7,64.0,27.2,,
Andhra Pradesh,Prakasam,2019.0,Wheat,45.0,58.2,36.7,,
Telangana,Nizamabad,2023.0,Wheat,55.4,54.6,23.3,,
Karnataka,Raichur,2022.0,Groundnut,115.6,79.3,25.0,,
Telangana,Adilabad,2019.0,Sugarcane,91.5,52.1,24.7,,
Punjab,Amritsar,2016.0,Rice,125.9,78.5,42.1,,
Karnataka,Mandya,2019.0,Groundnut,56.6,57.3,83.8,,
Tamil Nadu,Madurai,2015.0,Rice,143.1,64.6,58.7,,
Punjab,Ludhiana,2019.0,Rice,111.0,34.8,81.3,,
Maharashtra,Pune,2020.0,Rice,148.9,60.8,45.6,,
Maharashtra,Aurangabad,2019.0,Wheat,165.2,68.4,71.5,,
Tamil Nadu,Coimbatore,2017.0,Groundnut,154.6,70.7,29.6,,
Punjab,Ludhiana,2017.0,Soybean,150.1,41.6,63.0,,
Telangana,Warangal,2022.0,Soybean,45.5,33.2,27.4,,
Karnataka,Belgaum,2017.0,Cotton,44.3,51.2,23.5,,
Tamil Nadu,Thanjavur,2019.0,Maize,154.4,76.8,24.9,,
Telangana,Nizamabad,2020.0,Wheat,91.2,70.9,65.8,,
Tamil Nadu,Madurai,2017.0,Wheat,160.7,45.4,53.4,,
Telangana,Warangal,2021.0,Maize,116.0,73.4,24.2,,
Telangana,Nizamabad,2021.0,Maize,49.7,31.9,54.8,,
Telangana,Nizamabad,2020.0,Wheat,166.9,60.2,66.4,,
Karnataka,Raichur,2019.0,Rice,48.9,26.4,67.7,,
Maharashtra,Pune,2016.0,Sugarcane,158.0,80.0,41.2,,
Telangana,Adilabad,2017.0,Soybean,152.8,22.7,82.2,,
Punjab,Ludhiana,2021.0,Pulses,114.8,59.5,89.3,,
Telangana,Warangal,2017.0,Pulses,73.9,26.4,23.9,,
Andhra Pradesh,Prakasam,2022.0,Sugarcane,160.2,27.5,38.3,,
Tamil Nadu,Madurai,2018.0,Soybean,151.6,48.5,85.6,,
Tamil Nadu,Madurai,2023.0,Pulses,94.0,36.8,22.0,,
Karnataka,Raichur,2017.0,Groundnut,110.8,43.5,59.7,,
Telangana,Adilabad,2022.0,Wheat,73.2,85.4,63.4,,
Punjab,Amritsar,2019.0,Pulses,86.8,50.9,28.4,,
Punjab,Ludhiana,2020.0,Maize,176.6,79.5,29.4,,
Telangana,Warangal,2019.0,Wheat,84.4,66.0,82.5,,
Karnataka,Raichur,2020.0,Groundnut,158.3,24.0,26.7,,
Tamil Nadu,Coimbatore,2022.0,Groundnut,101.1,27.2,59.2,,
Andhra Pradesh,Krishna,2017.0,Sugarcane,68.5,82.1,30.3,,
Tamil Nadu,Coimbatore,2023.0,Maize,87.9,34.7,32.0,,
Karnataka,Raichur,2021.0,Groundnut,91.4,60.9,23.9,,
Punjab,Patiala,2023.0,Sugarcane,147.9,40.0,57.9,,
Karnataka,Belgaum,2018.0,Sugarcane,144.5,43.6,86.7,,
Andhra Pradesh,Krishna,2016.0,Cotton,58.0,59.8,24.8,,
Maharashtra,Pune,2017.0,Cotton,65.8,61.8,23.9,,
Karnataka,Belgaum,2023.0,Rice,109.2,84.6,55.8,,
Andhra Pradesh,Krishna,2022.0,Pulses,101.0,86.0,71.5,,
Telangana,Warangal,2015.0,Sugarcane,95.6,52.5,54.3,,
Maharashtra,Aurangabad,2020.0,Sugarcane,151.9,66.8,45.8,,
Andhra Pradesh,Prakasam,2018.0,Wheat,74.4,55.3,84.2,,
Karnataka,Belgaum,2016.0,Pulses,116.1,33.9,82.5,,
Karnataka,Belgaum,2015.0,Groundnut,98.9,28.5,25.8,,
Punjab,Ludhiana,2017.0,Cotton,57.0,35.1,57.6,,
Punjab,Patiala,2020.0,Sugarcane,147.9,20.9,68.3,,
Telangana,Nizamabad,2019.0,Pulses,111.7,51.9,56.7,,
Andhra Pradesh,Guntur,2023.0,Wheat,49.7,55.0,34.6,,
Maharashtra,Pune,2016.0,Soybean,179.1,27.1,72.0,,
Karnataka,Mandya,2020.0,Maize,93.7,65.8,71.9,,
Tamil Nadu,Thanjavur,2017.0,Groundnut,151.4,67.9,71.3,,
Maharashtra,Aurangabad,2017.0,Cotton,86.8,52.3,52.9,,
Karnataka,Belgaum,2016.0,Maize,137.7,86.3,69.5,,
Maharashtra,Aurangabad,2018.0,Maize,136.6,55.9,49.2,,
Karnataka,Mandya,2017.0,Pulses,85.6,60.5,39.2,,
Maharashtra,Nagpur,2021.0,Pulses,151.8,81.9,82.0,,
Karnataka,Raichur,2020.0,Pulses,44.5,54.6,51.7,,
Karnataka,Mandya,2022.0,Pulses,62.3,44.6,45.4,,
Punjab,Ludhiana,2023.0,Rice,93.6,55.1,40.2,,
Tamil Nadu,Thanjavur,2022.0,Sugarcane,70.0,89.7,74.6,,
Punjab,Ludhiana,2018.0,Sugarcane,162.4,82.6,34.4,,
Punjab,Ludhiana,2023.0,Pulses,50.3,87.1,81.7,,
Andhra Pradesh,Krishna,2017.0,Maize,89.8,24.9,78.5,,
Karnataka,Mandya,2016.0,Rice,164.9,75.2,81.0,,
Karnataka,Mandya,2022.0,Rice,128.9,35.6,44.3,,
Telangana,Nizamabad,2019.0,Rice,138.0,51.7,66.0,,
Punjab,Ludhiana,2016.0,Pulses,125.3,45.5,44.1,,
Punjab,Ludhiana,2017.0,Wheat,161.4,79.5,55.5,,
Tamil Nadu,Thanjavur,2015.0,Rice,67.0,46.8,68.8,,
Telangana,Nizamabad,2023.0,Pulses,148.7,44.6,69.3,,
Karnataka,Belgaum,2018.0,Groundnut,91.2,24.2,53.5,,
Tamil Nadu,Thanjavur,2022.0,Groundnut,111.5,81.6,32.3,,
Tamil Nadu,Coimbatore,2021.0,Wheat,74.0,65.1,44.3,,
Andhra Pradesh,Krishna,2016.0,Rice,113.9,57.0,46.4,,
Karnataka,Mandya,2016.0,Pulses,50.4,62.9,64.2,,
Tamil Nadu,Thanjavur,2023.0,Maize,118.8,30.1,38.9,,
Telangana,Nizamabad,2018.0,Cotton,148.9,83.2,52.6,,
Andhra Pradesh,Krishna,2017.0,Rice,75.6,52.9,52.8,,
Andhra Pradesh,Krishna,2018.0,Wheat,41.5,89.0,45.1,,
Telangana,Nizamabad,2023.0,Groundnut,153.4,78.2,35.9,,
Karnataka,Raichur,2019.0,Rice,141.0,34.3,37.0,,
Andhra Pradesh,Krishna,2023.0,Maize,71.4,34.6,69.1,,
Tamil Nadu,Madurai,2021.0,Cotton,126.9,50.9,77.8,,
Punjab,Ludhiana,2020.0,Groundnut,102.2,72.9,71.1,,
Maharashtra,Aurangabad,2022.0,Sugarcane,150.2,25.3,61.1,,
Tamil Nadu,Thanjavur,2015.0,Soybean,143.9,30.9,46.5,,
Andhra Pradesh,Guntur,2021.0,Sugarcane,166.5,65.3,85.4,,
Punjab,Amritsar,2021.0,Cotton,99.4,64.4,65.5,,
Tamil Nadu,Coimbatore,2015.0,Cotton,157.3,50.7,24.6,,
Maharashtra,Nagpur,2023.0,Sugarcane,154.5,37.3,44.7,,
Tamil Nadu,Madurai,2023.0,Groundnut,88.9,88.9,48.6,,
Punjab,Amritsar,2019.0,Soybean,148.8,57.0,39.6,,
Andhra Pradesh,Krishna,2022.0,Pulses,120.9,21.5,85.2,,
Andhra Pradesh,Prakasam,2017.0,Cotton,68.1,70.7,74.1,,
Tamil Nadu,Coimbatore,2017.0,Pulses,63.6,22.1,66.1,,
Punjab,Amritsar,2015.0,Wheat,177.5,25.2,72.0,,
Karnataka,Mandya,2021.0,Soybean,138.4,70.2,76.1,,
Andhra Pradesh,Prakasam,2022.0,Sugarcane,89.0,36.7,84.9,,
Karnataka,Raichur,2016.0,Groundnut,67.3,67.3,64.8,,
Telangana,Adilabad,2021.0,Groundnut,50.7,55.3,37.7,,
Maharashtra,Aurangabad,2023.0,Wheat,60.9,85.3,21.0,,
Maharashtra,Pune,2020.0,Sugarcane,89.4,31.3,28.6,,
Punjab,Patiala,2023.0,Wheat,127.0,62.2,54.0,,
Karnataka,Belgaum,2021.0,Groundnut,100.2,65.3,54.4,,
Karnataka,Raichur,2016.0,Maize,108.7,38.4,58.0,,
Karnataka,Raichur,2016.0,Wheat,139.5,70.9,83.2,,
Maharashtra,Aurangabad,2021.0,Rice,154.7,57.5,41.2,,
Telangana,Adilabad,2022.0,Maize,130.2,69.3,54.1,,
Telangana,Adilabad,2023.0,Pulses,125.0,64.7,84.6,,
Karnataka,Belgaum,2017.0,Sugarcane,108.4,58.7,51.6,,
Telangana,Nizamabad,2018.0,Wheat,46.0,52.3,73.9,,
Andhra Pradesh,Prakasam,2016.0,Sugarcane,120.1,74.3,87.2,,
Maharashtra,Aurangabad,2015.0,Cotton,179.2,59.9,24.1,,
Andhra Pradesh,Prakasam,2016.0,Sugarcane,175.5,72.7,60.5,,
Maharashtra,Nagpur,2018.0,Soybean,108.4,79.5,49.2,,
Telangana,Warangal,2016.0,Groundnut,153.5,39.7,61.8,,
Telangana,Adilabad,2022.0,Wheat,93.9,80.6,74.6,,
Tamil Nadu,Thanjavur,2020.0,Soybean,68.5,72.9,32.9,,
Andhra Pradesh,Krishna,2018.0,Wheat,135.5,37.3,45.3,,
Andhra Pradesh,Krishna,2020.0,Rice,124.3,43.8,22.7,,
Tamil Nadu,Madurai,2017.0,Groundnut,175.6,49.8,87.1,,
Tamil Nadu,Thanjavur,2020.0,Wheat,139.6,82.7,21.9,,
Andhra Pradesh,Prakasam,2015.0,Pulses,60.7,24.2,24.1,,
Telangana,Nizamabad,2022.0,Cotton,71.0,81.2,46.6,,
Tamil Nadu,Madurai,2019.0,Groundnut,43.5,68.0,38.9,,
Karnataka,Raichur,2019.0,Soybean,171.6,58.9,39.9,,
Tamil Nadu,Thanjavur,2020.0,Maize,100.0,21.2,36.0,,
Karnataka,Belgaum,2020.0,Sugarcane,141.1,26.7,46.5,,
Telangana,Warangal,2022.0,Rice,98.2,68.1,66.1,,
Telangana,Warangal,2016.0,Sugarcane,66.6,40.5,77.8,,
Tamil Nadu,Coimbatore,2017.0,Wheat,92.3,83.4,67.7,,
Telangana,Nizamabad,2020.0,Cotton,60.9,50.8,70.8,,
Tamil Nadu,Coimbatore,2020.0,Soybean,118.9,58.2,74.3,,
Tamil Nadu,Coimbatore,2022.0,Sugarcane,70.8,48.7,24.1,,
Karnataka,Mandya,2016.0,Cotton,154.0,61.6,44.1,,
Karnataka,Raichur,2022.0,Cotton,154.7,84.7,39.4,,
Punjab,Patiala,2021.0,Sugarcane,120.1,43.2,54.5,,
Maharashtra,Pune,2020.0,Pulses,58.6,70.4,86.3,,
Karnataka,Raichur,2018.0,Soybean,142.2,49.5,63.5,,
Tamil Nadu,Coimbatore,2016.0,Sugarcane,50.9,73.3,76.0,,
Tamil Nadu,Coimbatore,2022.0,Wheat,148.1,32.2,79.4,,
Maharashtra,Nagpur,2018.0,Sugarcane,112.3,89.6,25.3,,
Punjab,Amritsar,2018.0,Wheat,77.2,27.4,31.6,,
Tamil Nadu,Coimbatore,2019.0,Cotton,59.9,33.3,57.4,,
Andhra Pradesh,Prakasam,2020.0,Pulses,168.8,29.9,43.0,,
Maharashtra,Aurangabad,2019.0,Maize,59.9,32.5,57.0,,
Maharashtra,Aurangabad,2023.0,Maize,59.6,35.3,89.6,,
Karnataka,Belgaum,2017.0,Rice,56.3,64.7,68.5,,
Telangana,Nizamabad,2016.0,Soybean,72.2,33.4,75.0,,
Maharashtra,Pune,2016.0,Cotton,52.9,84.0,53.1,,
Maharashtra,Aurangabad,2022.0,Soybean,50.6,84.9,24.8,,
Tamil Nadu,Madurai,2023.0,Sugarcane,42.6,69.2,88.6,,
Andhra Pradesh,Guntur,2022.0,Pulses,54.3,58.6,23.9,,
Maharashtra,Aurangabad,2019.0,Maize,56.2,21.5,28.8,,
Karnataka,Mandya,2020.0,Soybean,44.1,23.1,65.0,,
Maharashtra,Pune,2021.0,Wheat,63.4,23.6,45.7,,
Karnataka,Raichur,2019.0,Wheat,85.9,81.7,43.5,,
Karnataka,Raichur,2023.0,Cotton,146.9,61.5,33.7,,
Punjab,Amritsar,2021.0,Sugarcane,41.6,21.9,48.7,,
Punjab,Amritsar,2018.0,Soybean,133.0,52.4,67.1,,
Punjab,Amritsar,2021.0,Wheat,94.1,60.1,46.8,,
Maharashtra,Nagpur,2023.0,Maize,114.5,88.2,35.0,,
Punjab,Ludhiana,2019.0,Groundnut,69.1,71.1,78.1,,
Punjab,Patiala,2023.0,Groundnut,84.4,74.5,30.1,,
Maharashtra,Pune,2015.0,Wheat,85.1,69.4,66.7,,
Andhra Pradesh,Krishna,2015.0,Pulses,169.5,36.7,83.3,,
Karnataka,Raichur,2022.0,Sugarcane,87.5,83.2,45.2,,
Telangana,Nizamabad,2021.0,Soybean,111.8,23.4,61.4,,
Telangana,Warangal,2017.0,Groundnut,174.7,67.1,87.0,,
Maharashtra,Pune,2023.0,Sugarcane,127.2,82.1,39.0,,
Punjab,Ludhiana,2018.0,Soybean,147.8,32.8,42.2,,
Tamil Nadu,Madurai,2022.0,Pulses,77.5,71.6,54.2,,
Tamil Nadu,Coimbatore,2018.0,Cotton,168.9,28.2,31.3,,
Punjab,Patiala,2020.0,Groundnut,110.1,63.5,60.9,,
Punjab,Amritsar,2017.0,Cotton,45.2,60.3,81.2,,
Tamil Nadu,Coimbatore,2022.0,Groundnut,157.5,85.1,68.0,,
Maharashtra,Aurangabad,2016.0,Rice,61.4,79.2,41.3,,
Maharashtra,Pune,2015.0,Cotton,74.8,34.0,44.2,,
Andhra Pradesh,Krishna,2020.0,Cotton,141.6,77.3,82.3,,
Telangana,Adilabad,2016.0,Sugarcane,80.4,85.4,56.7,,
Andhra Pradesh,Guntur,2022.0,Groundnut,116.8,30.2,47.3,,
Punjab,Patiala,2015.0,Groundnut,97.6,37.1,24.4,,
Maharashtra,Pune,2017.0,Cotton,133.9,39.9,52.8,,
Maharashtra,Aurangabad,2018.0,Cotton,106.8,30.1,37.4,,
Telangana,Adilabad,2016.0,Maize,114.7,88.9,37.8,,
Punjab,Patiala,2020.0,Maize,50.2,73.9,61.6,,
Telangana,Nizamabad,2022.0,Maize,53.3,24.2,28.9,,
Andhra Pradesh,Prakasam,2020.0,Sugarcane,176.9,61.0,50.2,,
Karnataka,Mandya,2018.0,Rice,41.7,33.0,79.5,,
Karnataka,Raichur,2015.0,Pulses,154.2,38.5,63.0,,
Andhra Pradesh,Guntur,2015.0,Pulses,78.8,34.1,82.0,,
Tamil Nadu,Madurai,2018.0,Sugarcane,81.2,78.7,50.4,,
Telangana,Warangal,2019.0,Soybean,141.2,27.3,53.2,,
Tamil Nadu,Thanjavur,2018.0,Maize,112.5,43.5,74.8,,
Tamil Nadu,Coimbatore,2016.0,Rice,143.5,78.4,71.9,,
Telangana,Adilabad,2017.0,Soybean,52.8,74.4,63.8,,
Andhra Pradesh,Guntur,2021.0,Pulses,73.5,79.9,52.0,,
Tamil Nadu,Coimbatore,2018.0,Cotton,153.9,51.1,63.4,,
Karnataka,Mandya,2019.0,Rice,93.3,83.9,58.6,,
Maharashtra,Pune,2023.0,Sugarcane,113.8,54.8,24.5,,
Tamil Nadu,Coimbatore,2017.0,Soybean,63.0,58.9,67.8,,
Punjab,Patiala,2018.0,Wheat,47.0,30.2,64.1,,
Tamil Nadu,Thanjavur,2017.0,Wheat,150.6,85.3,65.1,,
Maharashtra,Aurangabad,2020.0,Rice,128.1,55.0,31.3,,
Tamil Nadu,Madurai,2016.0,Rice,121.3,62.3,49.6,,
Maharashtra,Pune,2015.0,Maize,68.2,62.6,76.2,,
Maharashtra,Pune,2019.0,Groundnut,59.0,72.4,32.8,,
Punjab,Amritsar,2023.0,Cotton,85.6,21.7,40.8,,
Andhra Pradesh,Prakasam,2019.0,Sugarcane,83.0,63.8,29.9,,
Telangana,Nizamabad,2021.0,Sugarcane,52.9,74.7,20.6,,
Karnataka,Raichur,2022.0,Pulses,105.6,85.0,25.7,,
Karnataka,Belgaum,2022.0,Wheat,93.0,42.4,49.0,,
Andhra Pradesh,Prakasam,2016.0,Soybean,133.7,42.3,82.8,,
Telangana,Warangal,2019.0,Groundnut,145.9,24.3,24.1,,
Andhra Pradesh,Prakasam,2015.0,Sugarcane,59.0,58.4,27.4,,
Karnataka,Mandya,2015.0,Rice,157.8,79.9,64.3,,
Tamil Nadu,Coimbatore,2020.0,Soybean,44.9,34.3,85.8,,
Punjab,Ludhiana,2021.0,Soybean,89.2,25.7,48.9,,
Punjab,Amritsar,2021.0,Maize,86.9,87.8,44.6,,
Maharashtra,Pune,2022.0,Groundnut,62.0,80.1,55.7,,
Karnataka,Belgaum,2015.0,Soybean,110.4,84.0,74.7,,
Karnataka,Raichur,2023.0,Wheat,77.3,63.8,82.7,,
Maharashtra,Aurangabad,2020.0,Wheat,55.8,87.3,58.9,,
Karnataka,Belgaum,2022.0,Maize,88.7,73.0,76.6,,
Karnataka,Raichur,2019.0,Soybean,157.8,76.4,53.7,,
Karnataka,Mandya,2020.0,Wheat,170.5,38.5,67.2,,
Andhra Pradesh,Guntur,2015.0,Cotton,94.2,54.6,33.8,,
Tamil Nadu,Madurai,2018.0,Pulses,78.8,71.0,25.1,,
Punjab,Ludhiana,2021.0,Maize,48.8,82.3,50.3,,
Andhra Pradesh,Prakasam,2015.0,Soybean,105.1,64.3,20.8,,
Andhra Pradesh,Prakasam,2016.0,Pulses,62.5,82.2,54.2,,
Karnataka,Belgaum,2017.0,Sugarcane,66.1,72.2,78.1,,
Tamil Nadu,Thanjavur,2020.0,Pulses,123.6,68.2,46.5,,
Andhra Pradesh,Prakasam,2016.0,Cotton,158.0,58.0,52.6,,
Punjab,Ludhiana,2018.0,Maize,102.4,56.8,79.7,,
Telangana,Warangal,2022.0,Rice,48.2,84.8,62.4,,
Karnataka,Raichur,2018.0,Pulses,83.7,54.7,70.8,,
Maharashtra,Pune,2022.0,Sugarcane,166.3,71.8,50.6,,
Maharashtra,Aurangabad,2021.0,Pulses,98.7,53.4,54.0,,
Telangana,Adilabad,2021.0,Cotton,58.9,73.8,31.9,,
Maharashtra,Pune,2018.0,Sugarcane,102.3,57.7,83.4,,
Telangana,Adilabad,2017.0,Maize,108.9,26.2,65.5,,
Andhra Pradesh,Krishna,2020.0,Groundnut,106.1,72.7,58.4,,
Punjab,Amritsar,2015.0,Rice,102.0,36.0,54.4,,
Maharashtra,Aurangabad,2015.0,Pulses,76.0,56.7,60.4,,
Andhra Pradesh,Guntur,2015.0,Maize,74.8,59.1,68.5,,
Tamil Nadu,Coimbatore,2023.0,Groundnut,58.4,62.2,54.2,,
Maharashtra,Nagpur,2020.0,Pulses,80.6,68.2,35.4,,
Punjab,Amritsar,2017.0,Sugarcane,52.9,62.7,66.5,,
Andhra Pradesh,Prakasam,2020.0,Maize,153.0,22.9,76.0,,
Karnataka,Belgaum,2015.0,Groundnut,160.6,86.5,89.8,,
Karnataka,Raichur,2019.0,Soybean,116.2,78.9,28.9,,
Punjab,Ludhiana,2019.0,Soybean,172.0,32.5,72.0,,
Tamil Nadu,Thanjavur,2022.0,Soybean,157.4,72.2,31.7,,
Andhra Pradesh,Guntur,2019.0,Wheat,42.9,23.6,66.7,,
