State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Telangana,Nizamabad,2015.0,Kharif,Sugarcane,15423.56,66896.48,4.34
Telangana,Warangal,2019.0,Kharif,Sugarcane,70519.13,142801.9,2.03
Andhra Pradesh,Guntur,2017.0,Rabi,Groundnut,100619.66,284768.94,2.83
Telangana,Adilabad,2019.0,Kharif,Groundnut,110634.49,461961.54,4.18
Andhra Pradesh,Prakasam,2018.0,Rabi,Soybean,26287.83,77066.51,2.93
Punjab,Patiala,2018.0,Kharif,Rice,75670.17,124833.59,1.65
Andhra Pradesh,Prakasam,2020.0,Kharif,Cotton,92746.79,289020.32,3.12
Telangana,Warangal,2022.0,Rabi,Maize,15769.31,68579.36,4.35
Telangana,Adilabad,2015.0,Summer,Rice,53285.28,83327.68,1.56
Tamil Nadu,Thanjavur,2015.0,Rabi,Pulses,41842.64,98035.62,2.34
Andhra Pradesh,Prakasam,2022.0,Kharif,Groundnut,117195.89,481783.53,4.11
Maharashtra,Pune,2023.0,Summer,Cotton,87021.25,222945.46,2.56
Andhra Pradesh,Prakasam,2022.0,Kharif,Soybean,24948.38,57733.81,2.31
Andhra Pradesh,Krishna,2017.0,Summer,Groundnut,103599.81,364659.94,3.52
Telangana,Warangal,2015.0,Kharif,Groundnut,78935.12,306086.13,3.88
Punjab,Amritsar,2019.0,Rabi,Wheat,20779.94,43640.97,2.1
Andhra Pradesh,Krishna,2019.0,Rabi,Soybean,18374.98,68843.65,3.75
Maharashtra,Nagpur,2021.0,Rabi,Pulses,65186.27,190984.45,2.93
Maharashtra,Nagpur,2018.0,Summer,Groundnut,95854.5,317586.62,3.31
Telangana,Nizamabad,2021.0,Rabi,Rice,98017.98,286226.66,2.92
Punjab,Ludhiana,2016.0,Kharif,Pulses,101127.75,301688.63,2.98
Tamil Nadu,Madurai,2019.0,Kharif,Cotton,85193.32,138313.84,1.62
Telangana,Adilabad,2019.0,Rabi,Cotton,35660.0,82087.8,2.3
Maharashtra,Nagpur,2020.0,Rabi,Cotton,54266.07,135975.76,2.51
Telangana,Nizamabad,2019.0,Summer,Groundnut,56593.06,214067.01,3.78
Andhra Pradesh,Guntur,2023.0,Rabi,Soybean,47518.16,103408.24,2.18
Telangana,Adilabad,2022.0,Rabi,Rice,24890.01,75843.67,3.05
Karnataka,Raichur,2015.0,Kharif,Sugarcane,117614.08,177554.77,1.51
Punjab,Ludhiana,2020.0,Summer,Soybean,60396.51,261566.38,4.33
Telangana,Warangal,2019.0,Summer,Groundnut,31962.42,122757.73,3.84
Tamil Nadu,Thanjavur,2018.0,Summer,Rice,59849.89,103717.33,1.73
Karnataka,Belgaum,2022.0,Rabi,Rice,102339.45,348493.77,3.41
Karnataka,Mandya,2022.0,Kharif,Sugarcane,63096.72,266242.15,4.22
Punjab,Amritsar,2015.0,Rabi,Cotton,50560.62,132748.4,2.63
Tamil Nadu,Coimbatore,2019.0,Rabi,Soybean,108051.2,437309.03,4.05
Telangana,Nizamabad,2021.0,Kharif,Groundnut,68647.06,269604.85,3.93
Andhra Pradesh,Krishna,2016.0,Summer,Sugarcane,64738.73,255681.04,3.95
Karnataka,Raichur,2017.0,Kharif,Rice,57073.32,243903.31,4.27
Telangana,Nizamabad,2023.0,Kharif,Wheat,40427.52,65615.04,1.62
Maharashtra,Aurangabad,2019.0,Kharif,Groundnut,117273.69,303741.53,2.59
Maharashtra,Nagpur,2018.0,Kharif,Soybean,86177.11,244107.1,2.83
Maharashtra,Aurangabad,2015.0,Kharif,Cotton,50581.18,173687.49,3.43
Karnataka,Mandya,2022.0,Rabi,Rice,85596.95,356339.42,4.16
Andhra Pradesh,Prakasam,2017.0,Kharif,Maize,53372.42,222219.15,4.16
Maharashtra,Aurangabad,2015.0,Kharif,Sugarcane,93676.2,267573.5,2.86
Karnataka,Raichur,2018.0,Rabi,Groundnut,62773.86,156210.94,2.49
Tamil Nadu,Thanjavur,2018.0,Rabi,Groundnut,70853.73,149717.54,2.11
Karnataka,Mandya,2015.0,Rabi,Pulses,90317.46,220802.51,2.44
Karnataka,Belgaum,2019.0,Summer,Rice,70665.2,135464.96,1.92
Andhra Pradesh,Prakasam,2019.0,Kharif,Pulses,79509.85,253088.06,3.18
Karnataka,Mandya,2022.0,Summer,Groundnut,8420.05,22500.58,2.67
Telangana,Warangal,2017.0,Rabi,Wheat,71456.25,313440.84,4.39
Andhra Pradesh,Krishna,2017.0,Summer,Cotton,93174.83,282031.88,3.03
Tamil Nadu,Thanjavur,2016.0,Rabi,Maize,69613.01,191856.15,2.76
Punjab,Ludhiana,2016.0,Rabi,Cotton,57617.23,244484.91,4.24
Andhra Pradesh,Prakasam,2019.0,Rabi,Groundnut,24735.8,80686.62,3.26
Telangana,Warangal,2023.0,Summer,Cotton,84000.77,293549.55,3.49
Andhra Pradesh,Prakasam,2019.0,Rabi,Cotton,84015.11,287264.55,3.42
Karnataka,Mandya,2020.0,Rabi,Wheat,94135.05,313609.73,3.33
Maharashtra,Pune,2017.0,Rabi,Rice,12303.58,31004.23,2.52
Tamil Nadu,Coimbatore,2020.0,Kharif,Cotton,34723.31,115343.01,3.32
Telangana,Adilabad,2023.0,Summer,Cotton,90387.4,210946.86,2.33
Telangana,Warangal,2016.0,Summer,Maize,58579.47,182553.05,3.12
Maharashtra,Pune,2021.0,Rabi,Rice,114692.54,265311.13,2.31
Telangana,Nizamabad,2023.0,Rabi,Wheat,71688.31,270036.65,3.77
Andhra Pradesh,Guntur,2019.0,Summer,Groundnut,106485.7,345307.17,3.24
Karnataka,Raichur,2023.0,Summer,Maize,15712.67,23638.43,1.5
Maharashtra,Nagpur,2015.0,Rabi,Wheat,112745.31,499684.91,4.43
Maharashtra,Aurangabad,2022.0,Kharif,Sugarcane,106181.08,224122.91,2.11
Tamil Nadu,Madurai,2016.0,Summer,Rice,57240.08,154910.75,2.71
Tamil Nadu,Thanjavur,2017.0,Summer,Groundnut,79897.43,304503.7,3.81
Punjab,Patiala,2015.0,Kharif,Soybean,57628.98,175711.94,3.05
Karnataka,Raichur,2017.0,Summer,Soybean,78782.38,228530.35,2.9
Punjab,Ludhiana,2023.0,Rabi,Wheat,5250.96,22637.82,4.31
Karnataka,Mandya,2017.0,Kharif,Groundnut,96978.04,263628.36,2.72
Telangana,Warangal,2017.0,Summer,Rice,101677.27,225756.4,2.22
Andhra Pradesh,Krishna,2017.0,Summer,Rice,119340.52,329837.83,2.76
Karnataka,Belgaum,2018.0,Rabi,Sugarcane,42497.31,139586.08,3.28
Karnataka,Raichur,2019.0,Summer,Maize,43410.91,133087.52,3.07
Maharashtra,Nagpur,2015.0,Kharif,Wheat,89615.24,213795.55,2.39
Karnataka,Raichur,2017.0,Rabi,Maize,80627.39,211389.29,2.62
Maharashtra,Aurangabad,2016.0,Summer,Rice,112960.61,222377.68,1.97
Telangana,Adilabad,2015.0,Kharif,Soybean,26003.56,109953.92,4.23
Tamil Nadu,Coimbatore,2015.0,Summer,Groundnut,33741.44,88745.64,2.63
Maharashtra,Nagpur,2018.0,Rabi,Maize,48174.75,91477.72,1.9
Karnataka,Belgaum,2020.0,Rabi,Rice,30565.18,115912.17,3.79
Punjab,Patiala,2023.0,Summer,Wheat,98742.54,382066.34,3.87
Punjab,Patiala,2021.0,Kharif,Rice,100112.94,231854.74,2.32
Tamil Nadu,Madurai,2020.0,Kharif,Maize,105542.01,338775.78,3.21
Maharashtra,Nagpur,2021.0,Rabi,Soybean,52278.1,235104.45,4.5
Telangana,Warangal,2021.0,Kharif,Groundnut,51371.7,148504.19,2.89
Tamil Nadu,Madurai,2016.0,Rabi,Groundnut,19874.99,64483.02,3.24
Tamil Nadu,Coimbatore,2015.0,Kharif,Maize,114401.32,235436.29,2.06
Tamil Nadu,Coimbatore,2021.0,Kharif,Maize,69822.69,131715.8,1.89
Maharashtra,Pune,2022.0,Kharif,Groundnut,114092.19,365960.72,3.21
Maharashtra,Nagpur,2021.0,Rabi,Cotton,75181.37,245845.01,3.27
Tamil Nadu,Madurai,2023.0,Summer,Maize,33514.06,82506.55,2.46
Tamil Nadu,Madurai,2023.0,Rabi,Pulses,64198.31,233062.12,3.63
Maharashtra,Aurangabad,2021.0,Rabi,Maize,6421.09,11970.54,1.86
Punjab,Patiala,2023.0,Kharif,Maize,113965.62,447023.11,3.92
Tamil Nadu,Thanjavur,2018.0,Rabi,Wheat,74359.09,277962.23,3.74
Tamil Nadu,Thanjavur,2021.0,Kharif,Maize,6132.01,9279.31,1.51
Andhra Pradesh,Krishna,2022.0,Kharif,Sugarcane,111943.82,217213.81,1.94
Tamil Nadu,Madurai,2018.0,Rabi,Wheat,103084.31,423897.69,4.11
Karnataka,Raichur,2019.0,Kharif,Wheat,18594.01,39277.54,2.11
Tamil Nadu,Coimbatore,2023.0,Kharif,Soybean,59058.89,94465.64,1.6
Tamil Nadu,Madurai,2020.0,Summer,Groundnut,100774.67,267177.16,2.65
Telangana,Nizamabad,2015.0,Rabi,Maize,42893.25,189110.46,4.41
Karnataka,Mandya,2017.0,Summer,Rice,31856.21,127264.05,3.99
Andhra Pradesh,Prakasam,2021.0,Rabi,Pulses,74992.59,292561.0,3.9
Tamil Nadu,Coimbatore,2023.0,Kharif,Groundnut,110939.95,492239.54,4.44
Andhra Pradesh,Prakasam,2023.0,Rabi,Soybean,20146.49,30480.46,1.51
Maharashtra,Aurangabad,2015.0,Kharif,Soybean,56585.54,154222.39,2.73
Andhra Pradesh,Prakasam,2020.0,Summer,Groundnut,117489.64,230139.36,1.96
Karnataka,Raichur,2019.0,Kharif,Sugarcane,33509.51,144698.4,4.32
Maharashtra,Pune,2017.0,Summer,Wheat,41568.58,182614.74,4.39
Karnataka,Mandya,2020.0,Summer,Pulses,102798.33,184091.19,1.79
Andhra Pradesh,Krishna,2018.0,Rabi,Pulses,78871.81,135645.61,1.72
Punjab,Ludhiana,2016.0,Rabi,Cotton,92120.47,348711.49,3.79
Telangana,Warangal,2020.0,Summer,Maize,100832.49,376370.63,3.73
Tamil Nadu,Madurai,2018.0,Summer,Wheat,64298.19,133748.51,2.08
Maharashtra,Nagpur,2017.0,Rabi,Cotton,98191.98,398203.08,4.06
Punjab,Amritsar,2023.0,Rabi,Pulses,75027.38,288044.53,3.84
Maharashtra,Pune,2023.0,Rabi,Rice,52838.02,99653.16,1.89
Telangana,Adilabad,2022.0,Kharif,Wheat,52556.97,90852.55,1.73
Tamil Nadu,Thanjavur,2015.0,Summer,Pulses,117407.56,418462.09,3.56
Punjab,Ludhiana,2018.0,Summer,Pulses,115516.57,230961.07,2.0
Tamil Nadu,Madurai,2019.0,Kharif,Soybean,45442.65,94418.78,2.08
Punjab,Ludhiana,2020.0,Summer,Wheat,63521.6,160896.37,2.53
Tamil Nadu,Madurai,2016.0,Summer,Wheat,41910.51,167872.69,4.01
Punjab,Amritsar,2020.0,Summer,Groundnut,33620.78,117646.38,3.5
Maharashtra,Nagpur,2015.0,Rabi,Pulses,10816.52,16591.72,1.53
Telangana,Warangal,2019.0,Rabi,Sugarcane,18481.41,43040.88,2.33
Andhra Pradesh,Guntur,2016.0,Kharif,Maize,97491.27,153295.36,1.57
Telangana,Nizamabad,2017.0,Rabi,Groundnut,93225.72,346356.56,3.72
Andhra Pradesh,Guntur,2023.0,Summer,Soybean,50924.12,221293.77,4.35
Karnataka,Raichur,2022.0,Summer,Rice,66430.49,102126.43,1.54
Maharashtra,Pune,2020.0,Summer,Maize,15412.45,64792.19,4.2
Punjab,Patiala,2018.0,Summer,Groundnut,104699.44,383945.91,3.67
Punjab,Patiala,2018.0,Kharif,Groundnut,11381.78,23555.96,2.07
Maharashtra,Pune,2023.0,Kharif,Sugarcane,109406.55,459508.4,4.2
Maharashtra,Pune,2023.0,Summer,Rice,60541.31,266773.09,4.41
Tamil Nadu,Thanjavur,2016.0,Summer,Rice,73940.8,247361.62,3.35
Tamil Nadu,Madurai,2016.0,Kharif,Sugarcane,15565.68,55137.5,3.54
Telangana,Adilabad,2016.0,Kharif,Groundnut,43557.86,101360.5,2.33
Punjab,Patiala,2017.0,Rabi,Rice,97039.39,215709.49,2.22
Karnataka,Mandya,2021.0,Summer,Wheat,8720.08,39088.5,4.48
Karnataka,Raichur,2015.0,Kharif,Maize,41057.04,135564.56,3.3
Maharashtra,Aurangabad,2022.0,Rabi,Rice,114476.89,296503.78,2.59
Punjab,Amritsar,2015.0,Summer,Pulses,104307.47,368903.01,3.54
Karnataka,Mandya,2022.0,Kharif,Cotton,91332.23,216258.86,2.37
Karnataka,Mandya,2018.0,Summer,Soybean,71306.6,197068.17,2.76
Maharashtra,Pune,2021.0,Kharif,Groundnut,25677.23,63683.4,2.48
Tamil Nadu,Coimbatore,2018.0,Rabi,Rice,117265.65,224399.98,1.91
Maharashtra,Nagpur,2017.0,Kharif,Sugarcane,48006.58,189091.37,3.94
Maharashtra,Nagpur,2023.0,Rabi,Cotton,51147.75,127456.73,2.49
Andhra Pradesh,Krishna,2021.0,Kharif,Cotton,50518.12,141547.64,2.8
Andhra Pradesh,Krishna,2023.0,Kharif,Rice,107016.43,188690.31,1.76
Karnataka,Belgaum,2023.0,Kharif,Sugarcane,72593.36,111274.51,1.53
Telangana,Nizamabad,2016.0,Summer,Rice,118670.21,198903.94,1.68
Karnataka,Mandya,2020.0,Kharif,Rice,20554.4,68341.94,3.32
Punjab,Ludhiana,2020.0,Rabi,Cotton,70368.73,252507.03,3.59
Punjab,Ludhiana,2017.0,Summer,Wheat,116455.22,189237.41,1.62
Tamil Nadu,Madurai,2017.0,Kharif,Groundnut,104249.63,301323.71,2.89
Maharashtra,Pune,2019.0,Rabi,Soybean,117870.48,385625.95,3.27
Telangana,Warangal,2023.0,Rabi,Soybean,115704.1,271273.78,2.34
Punjab,Amritsar,2016.0,Summer,Cotton,19300.91,29894.6,1.55
Tamil Nadu,Thanjavur,2020.0,Rabi,Groundnut,65880.14,154830.23,2.35
Punjab,Amritsar,2017.0,Rabi,Groundnut,104699.92,344604.49,3.29
Karnataka,Belgaum,2022.0,Kharif,Maize,75901.07,125767.98,1.66
Karnataka,Belgaum,2018.0,Kharif,Groundnut,116493.36,317463.79,2.73
Maharashtra,Nagpur,2021.0,Summer,Sugarcane,8505.59,13025.93,1.53
Maharashtra,Aurangabad,2021.0,Rabi,Maize,6844.07,14305.62,2.09
Andhra Pradesh,Krishna,2016.0,Kharif,Soybean,48062.77,100794.52,2.1
Andhra Pradesh,Guntur,2016.0,Kharif,Pulses,53663.45,210730.46,3.93
Punjab,Amritsar,2023.0,Rabi,Rice,55604.34,93721.96,1.69
Telangana,Warangal,2016.0,Rabi,Sugarcane,29056.71,95079.13,3.27
Punjab,Amritsar,2021.0,Kharif,Sugarcane,116392.35,430159.21,3.7
Punjab,Ludhiana,2020.0,Summer,Wheat,84855.61,378671.72,4.46
Maharashtra,Aurangabad,2022.0,Rabi,Rice,19157.45,82390.97,4.3
Andhra Pradesh,Prakasam,2019.0,Rabi,Groundnut,102475.43,278102.66,2.71
Telangana,Adilabad,2016.0,Rabi,Soybean,68678.83,143155.86,2.08
Punjab,Patiala,2023.0,Rabi,Pulses,57900.7,181855.44,3.14
Andhra Pradesh,Krishna,2017.0,Kharif,Pulses,116615.45,522607.58,4.48
Karnataka,Belgaum,2016.0,Summer,Pulses,67337.0,150369.04,2.23
Andhra Pradesh,Prakasam,2017.0,Summer,Wheat,23853.38,78964.47,3.31
Maharashtra,Pune,2018.0,Kharif,Cotton,102785.52,198475.69,1.93
Karnataka,Raichur,2017.0,Kharif,Pulses,29188.33,131197.88,4.49
Maharashtra,Pune,2017.0,Kharif,Sugarcane,104886.38,447306.65,4.26
Punjab,Ludhiana,2022.0,Rabi,Maize,48247.14,196771.07,4.08
Karnataka,Mandya,2022.0,Kharif,Sugarcane,59440.74,131380.16,2.21
Karnataka,Mandya,2023.0,Summer,Cotton,104758.61,361953.22,3.46
Andhra Pradesh,Guntur,2017.0,Summer,Cotton,7494.48,13353.38,1.78
Karnataka,Mandya,2018.0,Rabi,Wheat,31214.62,121584.96,3.9
Tamil Nadu,Coimbatore,2018.0,Kharif,Sugarcane,115575.65,344869.89,2.98
Andhra Pradesh,Prakasam,2015.0,Summer,Maize,96964.97,286028.65,2.95
Punjab,Ludhiana,2020.0,Rabi,Soybean,19586.34,52237.01,2.67
Maharashtra,Pune,2016.0,Summer,Groundnut,28200.04,123465.27,4.38
Andhra Pradesh,Guntur,2021.0,Summer,Rice,95689.28,426204.26,4.45
Telangana,Nizamabad,2021.0,Kharif,Maize,119182.95,437892.34,3.67
Telangana,Warangal,2022.0,Rabi,Pulses,58689.14,123907.8,2.11
Andhra Pradesh,Krishna,2021.0,Rabi,Rice,111786.68,412530.83,3.69
Andhra Pradesh,Krishna,2023.0,Kharif,Rice,46573.22,103118.73,2.21
Andhra Pradesh,Krishna,2023.0,Kharif,Soybean,96557.12,184020.12,1.91
Punjab,Ludhiana,2022.0,Summer,Rice,95974.82,229622.97,2.39
Andhra Pradesh,Guntur,2015.0,Rabi,Pulses,82670.71,339415.05,4.11
Maharashtra,Pune,2022.0,Rabi,Maize,53328.52,139387.46,2.61
Andhra Pradesh,Krishna,2015.0,Kharif,Maize,33187.68,90088.42,2.71
Tamil Nadu,Madurai,2021.0,Summer,Soybean,106549.39,414092.55,3.89
Maharashtra,Aurangabad,2022.0,Rabi,Wheat,35735.57,117392.7,3.29
Karnataka,Raichur,2023.0,Kharif,Cotton,111410.82,494978.28,4.44
Karnataka,Raichur,2023.0,Summer,Pulses,86427.76,347987.6,4.03
Tamil Nadu,Thanjavur,2023.0,Summer,Sugarcane,54133.67,176899.74,3.27
Tamil Nadu,Coimbatore,2019.0,Kharif,Soybean,73679.77,287447.41,3.9
Telangana,Warangal,2019.0,Rabi,Groundnut,29895.0,56661.91,1.9
Telangana,Nizamabad,2016.0,Rabi,Sugarcane,20037.66,39491.13,1.97
Tamil Nadu,Madurai,2016.0,Summer,Wheat,42897.59,101450.65,2.36
Punjab,Ludhiana,2015.0,Kharif,Sugarcane,85477.37,175002.73,2.05
Maharashtra,Pune,2018.0,Kharif,Maize,98911.35,436842.69,4.42
Karnataka,Belgaum,2017.0,Rabi,Pulses,100071.75,429050.81,4.29
Telangana,Adilabad,2022.0,Summer,Groundnut,90850.17,325993.11,3.59
Andhra Pradesh,Prakasam,2018.0,Kharif,Maize,56778.89,194688.0,3.43
Karnataka,Belgaum,2023.0,Rabi,Rice,116841.08,276956.51,2.37
Maharashtra,Aurangabad,2016.0,Rabi,Rice,118556.71,248943.66,2.1
Karnataka,Belgaum,2019.0,Rabi,Soybean,58766.94,260844.44,4.44
Tamil Nadu,Madurai,2015.0,Rabi,Sugarcane,91599.41,226589.63,2.47
Maharashtra,Aurangabad,2019.0,Summer,Pulses,70247.44,273286.38,3.89
Telangana,Nizamabad,2022.0,Kharif,Cotton,22729.01,61025.45,2.68
Andhra Pradesh,Guntur,2017.0,Summer,Rice,52975.8,140522.19,2.65
Telangana,Warangal,2020.0,Rabi,Wheat,45977.79,112919.97,2.46
Maharashtra,Aurangabad,2020.0,Rabi,Groundnut,62415.16,267159.8,4.28
Maharashtra,Pune,2022.0,Rabi,Soybean,45487.48,203492.52,4.47
Telangana,Adilabad,2019.0,Rabi,Pulses,5657.9,9374.63,1.66
Tamil Nadu,Coimbatore,2021.0,Summer,Soybean,97961.01,398457.22,4.07
Punjab,Patiala,2016.0,Rabi,Rice,52693.17,134826.05,2.56
Punjab,Ludhiana,2019.0,Kharif,Maize,104081.11,237308.71,2.28
Tamil Nadu,Madurai,2015.0,Rabi,Pulses,21527.83,87060.49,4.04
Telangana,Warangal,2021.0,Summer,Groundnut,6953.68,26608.91,3.83
Punjab,Amritsar,2016.0,Summer,Rice,57053.06,249606.82,4.37
Maharashtra,Nagpur,2019.0,Summer,Rice,98137.39,226044.12,2.3
Telangana,Nizamabad,2017.0,Kharif,Groundnut,10200.55,36528.78,3.58
Karnataka,Mandya,2019.0,Kharif,Cotton,90871.37,194262.41,2.14
Karnataka,Raichur,2021.0,Summer,Rice,78366.56,311194.98,3.97
Maharashtra,Aurangabad,2022.0,Summer,Pulses,20516.89,47562.42,2.32
Telangana,Nizamabad,2018.0,Kharif,Sugarcane,46696.53,155414.4,3.33
Tamil Nadu,Thanjavur,2015.0,Rabi,Sugarcane,58364.45,149518.77,2.56
Maharashtra,Aurangabad,2023.0,Rabi,Pulses,116973.51,180429.55,1.54
Punjab,Amritsar,2019.0,Summer,Cotton,82835.52,344994.49,4.16
Tamil Nadu,Madurai,2021.0,Kharif,Rice,5125.32,18716.03,3.65
Punjab,Amritsar,2015.0,Summer,Maize,97164.54,428334.4,4.41
Punjab,Patiala,2023.0,Rabi,Maize,37242.17,149884.65,4.02
Andhra Pradesh,Krishna,2017.0,Rabi,Cotton,9699.94,17354.23,1.79
Karnataka,Belgaum,2019.0,Rabi,Pulses,66247.9,190848.78,2.88
Tamil Nadu,Coimbatore,2019.0,Summer,Wheat,12669.77,53188.48,4.2
Karnataka,Belgaum,2015.0,Kharif,Maize,62598.93,235612.6,3.76
Telangana,Nizamabad,2023.0,Summer,Soybean,105486.07,378588.88,3.59
Punjab,Ludhiana,2018.0,Kharif,Groundnut,79370.83,171389.35,2.16
Maharashtra,Nagpur,2023.0,Summer,Soybean,48325.55,162766.82,3.37
Punjab,Ludhiana,2022.0,Rabi,Pulses,38641.59,117820.57,3.05
Andhra Pradesh,Krishna,2015.0,Summer,Cotton,49154.14,100538.89,2.05
Tamil Nadu,Thanjavur,2016.0,Rabi,Wheat,117898.49,364175.84,3.09
Andhra Pradesh,Krishna,2017.0,Rabi,Maize,106930.71,424513.43,3.97
Punjab,Patiala,2023.0,Rabi,Sugarcane,73277.78,115061.56,1.57
Maharashtra,Nagpur,2022.0,Kharif,Cotton,88367.26,190890.14,2.16
Maharashtra,Nagpur,2023.0,Summer,Pulses,113771.58,179864.29,1.58
Telangana,Warangal,2015.0,Rabi,Cotton,9129.83,35950.11,3.94
Maharashtra,Pune,2023.0,Summer,Sugarcane,77184.05,219516.3,2.84
Karnataka,Raichur,2022.0,Rabi,Sugarcane,71806.37,259206.69,3.61
Andhra Pradesh,Prakasam,2022.0,Rabi,Pulses,41105.42,86632.76,2.11
Tamil Nadu,Thanjavur,2018.0,Rabi,Rice,58218.42,98908.83,1.7
Tamil Nadu,Thanjavur,2015.0,Rabi,Soybean,69150.03,166478.69,2.41
Tamil Nadu,Madurai,2021.0,Kharif,Groundnut,100079.04,213197.74,2.13
Punjab,Patiala,2018.0,Rabi,Pulses,65389.22,267032.16,4.08
Andhra Pradesh,Prakasam,2016.0,Rabi,Pulses,22357.83,73356.79,3.28
Karnataka,Mandya,2015.0,Kharif,Maize,77684.01,194304.71,2.5
Andhra Pradesh,Prakasam,2023.0,Kharif,Wheat,65144.4,173342.71,2.66
Karnataka,Mandya,2022.0,Kharif,Maize,5809.93,15718.01,2.71
Karnataka,Raichur,2015.0,Kharif,Rice,57288.38,108611.06,1.9
Maharashtra,Nagpur,2023.0,Rabi,Maize,74769.97,163963.31,2.19
Punjab,Patiala,2019.0,Summer,Groundnut,74859.27,214274.5,2.86
Andhra Pradesh,Guntur,2021.0,Kharif,Soybean,61445.43,177007.39,2.88
Tamil Nadu,Coimbatore,2020.0,Kharif,Cotton,45746.02,129839.7,2.84
Maharashtra,Pune,2016.0,Summer,Cotton,93083.35,374157.18,4.02
Karnataka,Mandya,2020.0,Rabi,Wheat,44130.32,71849.64,1.63
Punjab,Amritsar,2017.0,Rabi,Rice,79026.36,242958.07,3.07
Tamil Nadu,Madurai,2019.0,Summer,Cotton,86754.46,203046.22,2.34
Andhra Pradesh,Krishna,2023.0,Summer,Soybean,29062.21,128326.39,4.42
Punjab,Ludhiana,2015.0,Rabi,Sugarcane,79911.08,288054.04,3.6
Telangana,Warangal,2018.0,Kharif,Soybean,51068.58,228350.12,4.47
Andhra Pradesh,Krishna,2016.0,Summer,Groundnut,90520.28,294040.46,3.25
Maharashtra,Pune,2015.0,Summer,Pulses,105476.69,203187.23,1.93
Karnataka,Belgaum,2021.0,Rabi,Sugarcane,63923.48,146398.43,2.29
Maharashtra,Aurangabad,2018.0,Kharif,Sugarcane,99231.32,274848.46,2.77
Maharashtra,Pune,2021.0,Kharif,Rice,30061.86,57241.92,1.9
Punjab,Amritsar,2023.0,Rabi,Cotton,81119.09,333059.74,4.11
Punjab,Patiala,2022.0,Rabi,Pulses,86238.12,170794.67,1.98
Karnataka,Raichur,2022.0,Summer,Maize,31854.96,96429.16,3.03
Tamil Nadu,Madurai,2015.0,Summer,Cotton,20721.09,82668.84,3.99
Punjab,Patiala,2019.0,Summer,Soybean,78891.29,354047.49,4.49
Telangana,Warangal,2016.0,Rabi,Maize,48230.26,215974.9,4.48
Punjab,Ludhiana,2019.0,Summer,Soybean,66817.58,217105.94,3.25
Maharashtra,Nagpur,2019.0,Kharif,Pulses,38538.25,102238.2,2.65
Maharashtra,Aurangabad,2017.0,Rabi,Sugarcane,88622.87,224759.19,2.54
Karnataka,Raichur,2019.0,Summer,Soybean,79784.7,340260.55,4.26
Maharashtra,Pune,2016.0,Rabi,Wheat,55824.65,140120.45,2.51
Telangana,Warangal,2016.0,Summer,Wheat,51516.29,162556.26,3.16
Karnataka,Belgaum,2019.0,Kharif,Wheat,101344.37,355003.14,3.5
Maharashtra,Aurangabad,2019.0,Summer,Rice,98989.32,208885.97,2.11
Maharashtra,Pune,2017.0,Kharif,Sugarcane,73021.5,267032.08,3.66
Telangana,Nizamabad,2018.0,Rabi,Groundnut,116675.74,444762.27,3.81
Andhra Pradesh,Guntur,2020.0,Summer,Groundnut,116463.11,436422.66,3.75
Tamil Nadu,Madurai,2017.0,Summer,Groundnut,18406.13,76791.76,4.17
Maharashtra,Pune,2016.0,Rabi,Pulses,73975.07,194751.34,2.63
Maharashtra,Pune,2015.0,Kharif,Groundnut,21048.23,51364.9,2.44
Maharashtra,Nagpur,2015.0,Kharif,Sugarcane,20459.14,82799.96,4.05
Telangana,Warangal,2023.0,Rabi,Cotton,9556.05,40125.21,4.2
Telangana,Nizamabad,2023.0,Rabi,Pulses,30381.33,83941.43,2.76
Punjab,Patiala,2022.0,Kharif,Rice,104388.09,348948.98,3.34
Punjab,Ludhiana,2021.0,Rabi,Sugarcane,18834.23,44849.9,2.38
Tamil Nadu,Thanjavur,2020.0,Kharif,Cotton,12206.72,29444.27,2.41
Maharashtra,Pune,2017.0,Rabi,Groundnut,104883.68,275915.65,2.63
Andhra Pradesh,Guntur,2022.0,Kharif,Groundnut,91434.91,241281.2,2.64
Andhra Pradesh,Prakasam,2021.0,Summer,Soybean,107767.21,366528.89,3.4
Punjab,Patiala,2017.0,Summer,Maize,60886.27,171456.64,2.82
Punjab,Ludhiana,2015.0,Summer,Sugarcane,8027.47,34372.68,4.28
Tamil Nadu,Coimbatore,2020.0,Kharif,Rice,44476.63,163932.95,3.69
Telangana,Adilabad,2019.0,Summer,Sugarcane,105625.56,284976.77,2.7
Telangana,Warangal,2015.0,Summer,Cotton,39579.36,149019.65,3.77
Telangana,Warangal,2019.0,Rabi,Sugarcane,48466.61,180141.25,3.72
Andhra Pradesh,Krishna,2018.0,Rabi,Pulses,22113.94,39327.1,1.78
Punjab,Patiala,2023.0,Summer,Pulses,58654.02,232956.08,3.97
Telangana,Warangal,2015.0,Summer,Maize,38294.02,124435.98,3.25
Punjab,Ludhiana,2021.0,Rabi,Pulses,53866.48,163834.81,3.04
Andhra Pradesh,Prakasam,2015.0,Summer,Soybean,11874.07,43569.05,3.67
Tamil Nadu,Coimbatore,2019.0,Kharif,Cotton,28705.0,50317.66,1.75
Andhra Pradesh,Guntur,2021.0,Kharif,Sugarcane,60358.82,165241.83,2.74
